Date,Vinh Yen,Hoa Binh,Kim Boi,Son Tay,Lao Cai,Son La,Ba Vi,Lang,Tuan Giao,Muong Lay,Ha Giang,Tuyen Quang,Yen Bai,Vu Quang,Bac Me,Chiem Hoa,Hung Yen,Luc Nam,Chu,Mai Chau
2000-04-19 00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2.0
2000-04-20 00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
2000-04-21 00:00:00,4.6,0.5,0.7,0.5,0.0,0.0,0.7,1.4,0.0,0.8,0.5,0.3,0.0,0.8,0.0,0.1,0.5,0.2,0.1,2.8
2000-04-22 00:00:00,0,2.8,9.9,0.2,6.4,1.6,0.0,0.0,0.0,34.7,0.1,0.0,6.4,0.0,11.0,2.5,0.0,0.0,0.0,5.2
2000-04-23 00:00:00,0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-24 00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-25 00:00:00,1.9,75.0,24.4,33.7,0.0,0.0,47.2,36.5,5.1,0,0.0,0.0,0.0,4.0,0.0,0.0,5.6,0.0,0.0,53.0
2000-04-26 00:00:00,0.4,0.8,2.7,0.1,0.2,0.0,0.0,1.7,0.1,6.4,0.0,12.1,0.2,0.0,0.0,0.0,1.8,0.2,2.5,0.1
2000-04-27 00:00:00,10.7,23.6,97.4,12.1,5.8,42.8,19.6,84.8,27.9,2.9,59.8,1.6,5.8,6.7,21.6,8.2,4.4,20.6,13.9,17.0
2000-04-28 00:00:00,1.8,6.4,7.4,7.6,0.2,0.0,8.2,2.3,1.0,2.1,0.0,0.6,0.2,1.0,0.0,1.1,11.4,1.4,5.0,12.5
2000-04-29 00:00:00,0.8,0.6,1.8,0.2,2.0,0.2,0.2,0.6,1.4,5.9,0.0,0.0,2.0,0.8,0.0,0.5,0.4,0.0,0.0,1.1
2000-04-30 00:00:00,0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-01 00:00:00,0,2.0,0.4,0.0,1.8,0.0,0.0,0.0,0.0,50.3,0.5,0.0,1.8,0.0,1.8,3.9,0.0,0.0,0.0,0.0
2000-05-02 00:00:00,0,0.0,0.5,0.0,0.9,0.3,0.0,0.0,17.2,0.7,32.0,1.5,0.9,0.0,0.3,2.4,0.0,0.0,0.0,0.0
2000-05-03 00:00:00,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.3,0.3,0.0,0.0,0.5,0.0,0.0,0.0,2.4,0.0,0.0,0.0
2000-05-04 00:00:00,0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,3.1,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-05 00:00:00,0,0.0,0.0,0.0,0.0,45.8,0.0,0.0,22.4,5.9,6.6,1.5,0.0,0.0,61.4,0.8,0.0,0.0,0.0,2.2
2000-05-06 00:00:00,0.8,0.3,7.4,2.1,0.0,0.0,2.9,0.9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2000-05-07 00:00:00,0,1.2,0.0,0.0,3.2,14.5,0.0,0.0,7.1,11.3,4.8,0.0,3.2,0.0,11.8,5.1,2.5,11.5,12.2,5.1
2000-05-08 00:00:00,5.5,3.2,11.8,14.4,1.1,0.5,34.3,0.0,0.0,0,1.4,94.5,1.1,1.0,0.3,3.5,0.0,0.0,10.4,0.1
2000-05-09 00:00:00,0.1,77.8,51.5,3.6,0.1,0.0,4.2,0.0,0.0,18.1,12.1,0.0,0.1,0.2,1.9,0.0,1.5,26.4,61.2,0.0
2000-05-10 00:00:00,0.1,9.6,2.4,0.6,1.5,33.3,3.0,0.2,39.0,0,0.0,0.0,1.5,0.0,0.0,0.0,1.6,0.0,0.0,0.0
2000-05-11 00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-12 00:00:00,20.3,6.3,18.5,35.7,42.6,0.0,29.3,19.4,0.1,0,7.0,3.0,42.6,1.3,0.0,0.0,0.4,0.0,0.0,8.3
2000-05-13 00:00:00,0,1.6,34.5,17.0,0.0,0.5,14.0,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,13.7,9.5
2000-05-14 00:00:00,4,2.5,18.0,0.6,3.4,0.5,0.4,0.4,0.0,5.4,45.4,1.7,3.4,1.0,7.5,0.6,3.0,9.2,2.0,3.0
2000-05-15 00:00:00,0,0.0,1.7,0.0,0.0,0.0,0.0,1.7,3.1,58.9,0.0,0.0,0.0,0.0,6.2,0.0,2.9,6.6,0.0,0.0
2000-05-16 00:00:00,0,72.8,6.8,0.5,0.8,0.6,1.0,0.0,15.1,24.6,0.6,2.3,0.8,0.0,2.5,1.0,0.0,21.5,0.4,2.6
2000-05-17 00:00:00,26.6,84.1,35.4,26.1,81.4,22.4,27.1,27.7,64.9,45.1,39.6,101.6,81.4,167.2,18.6,51.7,92.1,17.2,10.8,33.9
2000-05-18 00:00:00,15.5,8.4,4.4,19.2,21.3,20.3,19.8,5.8,84.4,2.5,0.5,28.7,21.3,4.1,3.1,9.0,3.7,15.8,6.9,2.5
2000-05-19 00:00:00,0,0.0,0.0,0.0,0.1,5.0,0.0,0.0,4.9,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3
2000-05-20 00:00:00,0,0.0,0.0,0.0,0.4,1.2,0.0,0.0,8.1,4.8,3.7,0.2,0.4,0.1,1.6,0.0,0.0,0.0,0.0,0.0
2000-05-21 00:00:00,6.4,3.3,6.2,15.6,6.3,8.0,16.4,6.2,11.7,0,1.2,1.0,6.3,4.0,2.2,6.3,6.9,4.2,3.3,4.0
2000-05-22 00:00:00,0,1.1,0.0,0.0,0.0,0.2,1.6,0.5,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.6,0.2,1.7
2000-05-23 00:00:00,2,0.2,1.3,0.0,0.0,0.0,0.0,1.7,0.0,14.3,0.1,0.1,0.0,0.0,0.9,0.9,0.6,0.4,0.0,0.5
2000-05-24 00:00:00,0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1
2000-05-25 00:00:00,0,0.5,0.0,0.0,3.0,0.0,0.5,0.0,5.4,0.7,0.2,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6
2000-05-26 00:00:00,0,0.0,0.0,0.0,0.8,0.5,0.0,0.0,0.1,0.4,0.3,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
